Name	Place	Phone Number 	Sanctioned bed 	Rural/Urban 	email-id 	District	Type	
FHC Mudakuzha 	Mudakuzha 	0484-2643519 	0	R	mudakuzhaphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Okkal 	Okkal 	0484-2649148 	0	R	mophcokkal@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Parakadavu 	Parakadavu 	0484-2470780 	4	R	phcparakkadavu@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Ayyampuzha 	Ayyampuzha 	0484-2696825 	0	R	phc.ayyampuzha@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Cheruvattoor 	Cheruvattoor 	0485-2979133 	0	R	mo.cheruvattoorphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Kottapady 	Kottapady 	0485-2842100 	4	R	kottappadyphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Punnekkad 	Punnekkad 	0485-2572857 	4	R	phcpunnekad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Kandakadavu 	Kandakadavu 	0484-2247997 	0	R	phckandakkadavu@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Avoly 	Avoly 	0485-2830868 	0	R 	phcavoly@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Malayattoor 	Malayattoor 	0484-2468590 	0	R 	malayatturphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Chellanam 	Chellanam 	0484-2245001 	0	R 	phcchellanam@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Cheranalloor 	Cheranalloor 	0484-2961605 	0	R 	cheranalloorbphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Chowara 	Chowara 	0484-2600025 	32	R 	phcchowara@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Eroor 	Eroor 	0484-2781637 	0	U 	mophceroor@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Gothuruth 	Gothuruth 	0484-2484059 	10	R 	moicphcgoth@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Kakkanadu 	Kakkanadu 	0484-2428487 	24	U 	phckakkanad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Karumalloor 	Karumalloor 	9539775290	24	R 	phckarumalloor@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Kodanadu 	Kodanadu 	0484-2647678 	24	R 	phckodanad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Kuttampuzha 	Kuttampuzha 	0485-2588010 	0	R 	phckuttampuzha@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Manjapra 	Manjapra 	0484-2690999 	0	R 	phcmanjapra@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Mazhuvannoor 	Mazhuvannoor 	0484-2769653 	24	R 	mazhuvannoorphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Nayarambalam 	Nayarambalam 	0484-2499048 	0	R 	phcnayarambalam@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Paipra 	Paipra 	0484-2651158 	0	R 	phcpaipra@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Thirumaradi 	Thirumaradi 	0485-2877300 	0	R 	thirumaradyphcmedicalofficer@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Vazhakulam 	Vazhakulam 	0484-2679553 	20	R 	phcvazhakulam@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Madavana 	Madavana 	0480-2805100 	18	R 	mophcmadavana@rediffmail.com,bacmdvna@g mail.com 	Thrissur 	Family Health Centre	FHC
FHC Thirivilwamala 	Thirivilwamala 	04884-282002 	30	R 	chcthiruvilwamala@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Aloor 	Aloor 	0480-2720483 	12	R 	phcaloor@gmail.com, phcaloor@ymail.com 	Thrissur 	Family Health Centre	FHC
FHC Mambara 	Mambara 	0480-2733169 	0	R 	phcmambra@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Vellangallur 	Vellangallur 	0480-2861021 	0	R 	phcvellangallur@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Kakkad 	Kakkad 	0480-2718465 	24	R 	phckakkad@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Kodakara 	Kodakara 	0480-2721551 	20	R 	phckdx@yahoo.com,phckodakara@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Pamboor 	Pamboor 	0487-2387133 	0	R 	bphcpamboor@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Kondazhi 	Kondazhi 	04884-286753 	10	R 	phckondazhy@ymail.com,phckodazhy@gmail.c om 	Thrissur 	Family Health Centre	FHC
FHC Panjal 	Panjal 	04884-250606 	14	R 	phcpanjal@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Patikkad 	Patikkad 	0487-2282127 	0	R 	phcpattikkad@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Nadathara 	Nadathara 	0487-2316522 	0	R 	phcnadathara@yahoo.in,phcnadathara@gmail.c om 	Thrissur 	Family Health Centre	FHC
FHC Vaniyampara 	Vaniyampara 	0487-2687700 	0	R 	phcvaniyamparamedicalofficer@yahoo.in 	Thrissur 	Family Health Centre	FHC
FHC Madakkathara 	Madakkathara 	0487-2693930 	0	R 	mophcm@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Ayyanthole 	Ayyanthole 	0487-2360306 	0	U 	phcayyanthole@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Engandiyur 	Engandiyur 	0487-2292216 	0	R 	phcengandiyur@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Orumanayoor 	Orumanayoor 	0487-2503024 	0	R 	phc.orumanayoor@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Pookkode 	Pookkode 	0487-2554200 	0	U 	phcpkd@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Andathodu 	Andathodu 	0487-2542363 	0	R 	phcandathode@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Parappukkara 	Parappukkara 	0480-2723997 	0	R 	phcparappukkara@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Vallachira 	Vallachira 	0487-2342114 	24	R 	moincharge@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Kuzhur 	Kuzhur 	0480-2779406 	14	R 	phckuzhur@yahoo.in,kuzhurphc2011@gmail.co m 	Thrissur 	Family Health Centre	FHC
FHC Methala 	Methala 	0480-2809590 	0	U 	phcmethala@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Chowanoor 	Chowanoor 	04885-223288 	0	R 	chowannurphc@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Perumbilavu 	Perumbilavu 	04885-284009 	0	R 	phcperumpilavu@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Arthat 	Arthat 	04885-223250 	0	U 	phcarthat@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Porkulam 	Porkulam 	04885-223561 	0	R 	phcporkulam.porkulam@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Kandangodu 	Kandangodu 	04885-267272 	0	R 	phckadangode@yahoo.in,phckadangode@gmail .com 	Thrissur 	Family Health Centre	FHC
FHC Thaikkad 	Thaikkad 	0487-2742535 	0	U 	phcthaikkad@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Kaipamangalam 	Kaipamangalam 	0480-2845566 	12	R 	kaipamangalamphc@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Chamakala 	Chamakala 	0480-2835672 	0	R 	phcchamakala@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Padinjare Vemballoor Edavilangu 	Padinjare Vemballoor Edavilangu 	0480-2854118 0480-2815506 	0 0 	R R 	phcp.vemballor@gmail.com phcedavilangu@rediffmail.com,phcedavilange@ gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Nalukettu 	Nalukettu 	0480-2730136 	0	R 	phcnalukettu@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Melur 	Melur 	0480-2739735 	0	R 	phcmeloor@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Vettilappara 	Vettilappara 	0480-2769181 	0	R 	phcvettilapara@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Poomala 	Poomala 	0487-2203288 	0	R 	poomalaphc@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Adat 	Adat 	0487-2304928 	0	R 	phcadat@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Nattika 	Nattika 	0487-2393153 	24	R 	nattikaphc@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Mullurkkara 	Mullurkkara 	04884-271918 	0	R 	phcmullurkara@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Kuthampully 	Kuthampully 	04884-283745 	0	R 	phckuthampully@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Thonoorkara 	Thonoorkara 	04884-250828 	0	R 	phcthonoorkara@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Vallatholnagar 	Vallatholnagar 	04884-264264 	0	R 	phcvnagar@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Elavally 	Elavally 	0487-2645117 	0	R 	elavallyphc@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Thrikkur 	Thrikkur 	0487-2351560 	0	R 	phcthrikkur@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Varandarapilly Padiyur Vellorkkara Deshamangalam 	Varandarapilly Padiyur Vellorkkara Deshamangalam 	0480-2762464 0480-2642608 0480-2867488 04884-280346 	0 0 0 24 	R R R R 	phcvply@yahoo.in,phcvarantharappilly@gmail.c om phcpadiyoor@rediff.com,phcpadiyoor@gmail.c om phcvelookkara@yahoo.in,phcvelookkara@gmail .com desamangalamphc@yahoo.co.in,fhcdesamangal am@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Punnayur 	Punnayur 	0487-2616542 	0	R	phcpnr@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Karalam 	Karalam 	0480-2887810 	0	R	karalamphc@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Poyya 	Poyya 	0480-2893131 	24	R	phcpoyya@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Koolimuttom 	Koolimuttom 	0480-2642724 	0	R	phckoolimuttam@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Pariyaram 	Pariyaram 	0480-2748329 	0	R	phcpariyaram@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Puthur 	Puthur 	0487-2688865 	0	R	phcputhur@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Vilvattom 	Vilvattom 	0487-2694535 	0	U	bphcvilvattom@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Mundoor 	Mundoor 	0487-2214522 	0	R 	mundurphc@yahoo.com,mundurphc@gmail.co m 	Thrissur 	Family Health Centre	FHC
FHC Paralam 	Paralam 	0487-2277960 	10	R	phcparalam@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Veloor 	Veloor 	04885-288885 	24	R	phcvelur@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Thekkumkara 	Thekkumkara 	04884-267594 	0	R	phcthekkumkara@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Elanadu 	Elanadu 	04884-288574 	0	R	phcelanad2009@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Manalur 	Manalur 	0487-2626001 	0	R 	phcmanalur@rediffmail.com,fhcmanalur@gmail .com 	Thrissur 	Family Health Centre	FHC
FHC Thalikkulam 	Thalikkulam 	0487-2604510 	0	R	phcthalikulam@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Venkitengu 	Venkitengu 	0487-2262345 	24	R	phc.vkg@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Nenmanikkara 	Nenmanikkara 	0480-2752048 	0	R	phcnenmanikkara@gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Poomangalam 	Poomangalam 	0480-2864542 	20	R 	phcpoomangalam@yahoo.in,phcpoomangalam @gmail.com 	Thrissur 	Family Health Centre	FHC
FHC Chalavara 	Chalavara 	0466-2228687 	20	R 	bphcchalavara@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Nanniyodu 	Nanniyodu 	04923-232252 	22	R 	phcnanniode@yahoo.com 	Palakkad	Family Health Centre	FHC
FHC Parali 	Parali 	0491-2858400 	18	R 	phcparali@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Sholayur 	Sholayur 	04924-209356 	24	R 	phcsholayoor@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Elumbilassery 	Elumbilassery 	0466-2269925 	24	R 	phcelambulassery@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Keralassery 	Keralassery 	0491-2841070 	10	R 	phckeralasserypkd@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Pallipuram 	Pallipuram 	0466-2239756 	24	R 	phcpallippuram@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Peringottukurissi 	Peringottukurissi 	04922-217340 	24	R 	mophcperingottukurssi@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kavasserry 	Kavasserry 	04922-237865 	24	R 	phckavassery@gmail.com, 	Palakkad	Family Health Centre	FHC
FHC Kunissery 	Kunissery 	04922-235900 	0	R 	phckunisery@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kapoor 	Kapoor 	0466-2277676 	24	R 	kappurphc@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kumbidi 	Kumbidi 	0466-2254400 	0	R 	phckumbidi@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Pattithara 	Pattithara 	0466-2374080 	0	R 	phcpattithara@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Peruvemba 	Peruvemba 	04923-251380 	24	R 	mophcperuvemba@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Vannamada 	Vannamada 	04923-272585 	24	R 	phcvannamada@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Nallepilly 	Nallepilly 	04923-282739 	0	R 	mophcnpy@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Perumatty 	Perumatty 	04923-218347 	0	R 	phcperumatty12@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Elavancherry 	Elavancherry 	04923-267167 	10	R 	phcelevanchery@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Ayalur 	Ayalur 	04923-244773 	0	R 	phcayalur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Vadavannur 	Vadavannur 	04923-216145 	0	R 	phcvadavannur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Muthuthala 	Muthuthala 	0466-2317085 	0	R 	phcmuthuthala@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Pallassena 	Pallassena 	04923-268222 	0	R 	pallassanaphc@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Thenkurrissi 	Thenkurrissi 	04922-284993 	24	R 	mophcthenkurussi@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kannadi 	Kannadi 	0492-2273566 	0	R 	phckannadi@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Muthalamada 	Muthalamada 	04923-275095 	10	R 	medicalofficermmda@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Puducode 	Puducode 	04922-267243 	0	R 	phcputhucode@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Anakatty 	Anakatty 	Nil 	24	R 	phcanakkatty@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kottopadam 	Kottopadam 	04924-263522 	0	R 	phckottopadam@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Thenkara 	Thenkara 	04924- 226610 	0	R 	phcthenkara@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kanhirapuzha 	Kanhirapuzha 	04924-238477 	0	R 	mophckpuzha@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Karakurussy 	Karakurussy 	04924-249301 	0	R 	phckarakurissi@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Mannoor 	Mannoor 	0491-2873400 	10	R 	phcmannurpkd@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Perur 	Perur 	0491-2872803 	10	R 	kelappanphcperur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Pookottukavu 	Pookottukavu 	0466-2241216 	0	R 	phcpookkottukavu@yahoo.com 	Palakkad	Family Health Centre	FHC
FHC Vaniyamkulam 	Vaniyamkulam 	0466-2227511 	0	R 	phcvkm@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Vellinezhy 	Vellinezhy 	0466-2285567 	0	R 	phcvly@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Thrikadeeri 	Thrikadeeri 	0466-2380385 	0	R 	phcthrikkadeeri@yahoo.co.in 	Palakkad	Family Health Centre	FHC
FHC Marutharoad 	Marutharoad 	0491-2536866 	0	R 	mophcmarutharoad@yahoo.in 	Palakkad	Family Health Centre	FHC
FHC Puthusseri 	Puthusseri 	0491-2569470 	0	R 	mophcputhussery@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Mundur 	Mundur 	0491-2833980 	0	R 	mophcmundur@yahoo.in 	Palakkad	Family Health Centre	FHC
FHC Akathethara 	Akathethara 	0491-2554935 	0	R 	mophcakathethara@yahoo.co.in 	Palakkad	Family Health Centre	FHC
FHC Malampuzha 	Malampuzha 	0491-2816011 	14	R 	mophcmalampuzha@yahoo.in 	Palakkad	Family Health Centre	FHC
FHC Vallapuzha 	Vallapuzha 	0466-2236366 	10	R 	phcvallapuzha@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kottayi 	Kottayi 	04922-285606 	16	R 	mophckottayi@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kannambra 	Kannambra 	04922-267147 	20	R 	phckannambra@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Pudur 	Pudur 	04924-211185 	10	R 	phcpudur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kumaramputhur 	Kumaramputhur 	04924-232733 	24	R 	phckumaramputhur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Sreekrishnapuram 	Sreekrishnapuram 	0466-2261744 	18	R 	phcskp@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kollamkode 	Kollamkode 	04923-264352 	24	R 	mophckollengod@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kalladikode 	Kalladikode 	04924-247473 	20	R 	mophcklkd@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Nellaya 	Nellaya 	0466-2382011 	0	R 	phcnellaya@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kumaranellur 	Kumaranellur 	0466-2277053 	24	R 	phckumaranallur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Adakkaputhur 	Adakkaputhur 	0466-2285676 	24	R 	mophcadakaputhur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Pudupariyaram 	Pudupariyaram 	0491-2554675 	24	R 	phcpuduppariyaram@yahoo.in 	Palakkad	Family Health Centre	FHC
FHC Ongallur 	Ongallur 	0466-234665 	10	R 	phcongallur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kuthannur 	Kuthannur 	04922-288145 	0	R 	mophckuthanur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Mathur 	Mathur 	04922-215333 	0	R 	mophcmathur@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Ozhalapathi 	Ozhalapathi 	04923-235271 	30	R 	ozhalapathyphc@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Mankara 	Mankara 	0491-2874970 	0	R 	fhcmankara2019@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Kizhakkancherry 	Kizhakkancherry 	04922-204729 	24	R 	phckizhakkancherry@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Vandazhi 	Vandazhi 	04922-209290 	0	R 	phcvandazhy@gmail.com 	Palakkad	Family Health Centre	FHC
FHC Puzhakkattiri 	Puzhakkattiri 	04933-256098 	20	R 	medicalofficer.puzhakkattiri@ gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thrikkannapuram 	Thrikkannapuram 	0494-2687505 	12	R 	mothavanur@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Valavannur 	Valavannur 	0494-2546906 	16	R 	mochcvalavannur@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Kottakkal 	Kottakkal 	0483-2744400 	24	U 	phckottakkal@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Pothukal 	Pothukal 	04931-240318 	24	R 	mophcpothukal@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Kavannoor 	Kavannoor 	0483-2869021 	10	R 	phckavanur@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Palapetty 	Palapetty 	0494-2678397 	24	R 	phcpalapetty@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Vazhakkad 	Vazhakkad 	0483-2728683 	8	R 	phcvazhakkad@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thevarkadappuram 	Thevarkadappuram 	0494-2427155 	10	R 	mophctkadappuram@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Karulai 	Karulai 	04931-271160 	10	R 	mochckarulai@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Nannambra 	Nannambra 	0494-2483801 	0	R 	phcnannambra@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Perumannaklari 	Perumannaklari 	0483-2750388 	10	R 	mophcperumannaklari@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Iringalloor 	Iringalloor 	0494-2459309 	0	R 	iringalloorphc@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Moorkkanad 	Moorkkanad 	04933-202200 	10	R 	phcmoorkkanad@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Angadipuram 	Angadipuram 	04933-218935 	0	R 	mophcangadippuram@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Koottilangadi 	Koottilangadi 	04933-241166 	0	R 	koottilangadiphc@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Nannammukku 	Nannammukku 	0494-2656654 	0	R 	phcnannamukku@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Veliyancode 	Veliyancode 	0494-2677583 	0	R 	mophcveliyancode@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Marancherry (New) 	Marancherry (New) 	0494-2676899 	10	R 	bphcmarancherynew@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Trippanachi 	Trippanachi 	0483-2821460 	10	R 	mophctrippanachi@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Edakkara 	Edakkara 	04931-276500 	0	R 	mophcedakkara@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Moothedam 	Moothedam 	04931-272250 	0	R 	mophcmoothedam@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Kalady 	Kalady 	0494-2122022 	0	R 	mophckaladi@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Kootayi 	Kootayi 	0494-2631888 	0	R 	mophckoottayi@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Triprangode 	Triprangode 	0494-2564717 	0	R 	mophctriprangode@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Chaliyar 	Chaliyar 	04931-206351 	0	R 	chaliyarphc@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Odakkayam 	Odakkayam 	0483-2844500 	0	R 	mophcodakkayam@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Trikkalangode 	Trikkalangode 	0483-2707447 	0	R 	phcthrikkalangode@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Elamkulam 	Elamkulam 	04933-230156 	0	R 	mophcelamkulam@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Chemmalasseri 	Chemmalasseri 	04933-269010 	0	R 	mophcchemmalassery@yahoo.in 	Malappuram	Family Health Centre	FHC
FHC Cherukavu 	Cherukavu 	0483-2833680 	0	R 	phccherukavu@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thalakkad 	Thalakkad 	0494-2425460 	0	R 	mophcthalakkad@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Marakkara 	Marakkara 	0494-2618888 	10	R 	mophcmarakkara@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Moonniyur 	Moonniyur 	0494-2476709 	10	R 	moonniyurphc@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thenippalam 	Thenippalam 	0494-2434700 	0	R 	phcthechippalam@rediffmail.com 	Malappuram	Family Health Centre	FHC
FHC Ponmundam 	Ponmundam 	0494-2588300 	0	R 	phcponmundam@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thanalur 	Thanalur 	0494-2582700 	0	R 	phctnlr@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Porur 	Porur 	04931-211630 	0	R 	phcporur@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thiruvaly 	Thiruvaly 	04931-248025 	0	R 	phcthiruvali@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thuvvur 	Thuvvur 	04931-284949 	0	R 	phctuvvur@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Kuzhimanna 	Kuzhimanna 	0483-2755220 	10	R 	mophckuzhimanna@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Vazhikkadavu 	Vazhikkadavu 	04931-278450 	10	R 	phcvazhikkadavu@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Pang 	Pang 	04933-244380 	19	R 	mophcpang@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Thazhekkode 	Thazhekkode 	04933-252151 	0	R 	tzkdphc@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Athanikkal 	Athanikkal 	0494-2473960 	0	R 	mophcathanikkal@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Edayur 	Edayur 	0494-2648440 	10	R 	mophcedayoor@gmail.com 	Malappuram	Family Health Centre	FHC
FHC 						Malappuram	Family Health Centre	FHC
FHC Thirunavaya 	Thirunavaya 	0494-2600109 	0	R 	medicalofficerthirunavaya@gmail.com. 	Malappuram	Family Health Centre	FHC
FHC Chokkad 	Chokkad 	04931-215200 	25	R 	phcchokkad@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Pandikkad 	Pandikkad 	0483-2783166 	0	R 	phcpandikkad@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Alancode 	Alancode 	0494-2653750 	0	R 	phcalancode@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Parappanangadi 	Parappanangadi 	0494-2410709 	0	U 	phcpgdi@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Morayoor 	Morayoor 	0483-2774300 	0	R 	mophcmorayoor@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Ponmala 	Ponmala 	0483-2706300 	10	R 	mophcponmala@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Pulikkal 	Pulikkal 	0483-2790900 	0	R 	phcpulikkal@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Vattamkulam 	Vattamkulam 	0494-2689820 	0	R 	mophcvattamkulam@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Ozhoor 	Ozhoor 	0494-2489126 	10	R 	mophcozhur@gmail.com 	Malappuram	Family Health Centre	FHC
FHC A.R Nagar ( Kunnumpuram) 	A.R Nagar ( Kunnumpuram) 	0494-2494980 	0	R 	mophcarnager@rediffmail.com 	Malappuram	Family Health Centre	FHC
FHC Vazhayur 	Vazhayur 	0483-2833687 	10	R 	phcvazhayoor@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Chelembra 	Chelembra 	0483-2891880 	0	R 	mophcchelembra@gmail.com 	Malappuram	Family Health Centre	FHC
FHC Kodenchery 	Kodenchery 	0495-2237960 	6	R 	phckodancherry@gmail.com 	Kozhikode 	Family Health Centre	FHC
